Secuencia;Código Centro;Centro;Código Distrito Centro;Distrito Centro;Código Distrito;Distrito;Código Barrio;Barrio;Sección Censal;Tramo Edad;Nacionalidad;Sexo;Código Tipo Atención;Tipo Atención;Código Tipo Supuesto Urgente;Tipo Supuesto Urgente;Fecha Cita
2288;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0403;FUENTE DEL BERRO;051;25 - 29;Extranjera;H;1;Primera Atención;;;06/04/2020
2289;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0403;FUENTE DEL BERRO;043;80 - 84;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2290;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0402;GOYA;030;>= 85;Española;H;1;Primera Atención;040;Desproteccion social problema salud;06/04/2020
2291;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0402;GOYA;033;40 - 44;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2292;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0402;GOYA;034;60 - 64;Española;H;2;Zona / Historia Social;030;Alojamiento/Vivienda;06/04/2020
2293;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;088;30 - 34;Extranjera;M;1;Primera Atención;;;06/04/2020
2294;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;074;40 - 44;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2295;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;069;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2296;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;091;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2297;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;086;50 - 54;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2298;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;091;50 - 54;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2299;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;090;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2300;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;087;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2301;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;062;40 - 44;Extranjera;M;1;Primera Atención;040;Desproteccion social problema salud;06/04/2020
2302;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;091;18 - 24;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2303;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;087;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2304;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;090;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2305;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0404;GUINDALERA;068;75 - 79;Española;M;1;Primera Atención;040;Desproteccion social problema salud;06/04/2020
2306;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0405;LISTA;113;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;06/04/2020
2307;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0405;LISTA;103;18 - 24;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2308;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0405;LISTA;103;65 - 69;Española;M;1;Primera Atención;040;Desproteccion social problema salud;06/04/2020
2309;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0405;LISTA;109;65 - 69;Española;H;1;Primera Atención;040;Desproteccion social problema salud;06/04/2020
2310;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0405;LISTA;111;80 - 84;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2311;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0405;LISTA;109;80 - 84;Española;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2312;73;CSS Guindalera;04;SALAMANCA;04;SALAMANCA;0405;LISTA;101;50 - 54;Española;M;2;Zona / Historia Social;030;Alojamiento/Vivienda;06/04/2020
2313;73;CSS Guindalera;04;SALAMANCA;18;VILLA DE VALLECAS;1801;CASCO HISTORICO DE VALLECAS;002;25 - 29;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2314;75;CSS María Zayas;06;TETUÁN;16;HORTALEZA;1604;PINAR DEL REY;052;60 - 64;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2315;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;019;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2316;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;006;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2317;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;021;40 - 44;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2318;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;016;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2319;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;005;30 - 34;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2320;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;019;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2321;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;003;75 - 79;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;06/04/2020
2322;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;018;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2323;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;012;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2324;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;018;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2325;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;019;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2326;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;011;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2327;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;019;80 - 84;Española;M;2;Zona / Historia Social;;;06/04/2020
2328;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;002;>= 85;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2329;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;006;25 - 29;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2330;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;014;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2331;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;006;25 - 29;Extranjera;M;0;CIVIS;050;Desprotección socio-familiar;06/04/2020
2332;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;011;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2333;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;021;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2334;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;006;35 - 39;Extranjera;M;1;Primera Atención;;;06/04/2020
2335;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;006;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2336;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;019;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2337;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;006;70 - 74;Española;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2338;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;011;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2339;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;003;75 - 79;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2340;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;013;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2341;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;019;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2342;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;013;18 - 24;Extranjera;M;1;Primera Atención;;;06/04/2020
2343;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;014;35 - 39;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2344;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;125;60 - 64;Española;H;1;Primera Atención;;;06/04/2020
2345;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;003;4 - 11;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2346;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;016;>= 85;Española;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2347;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0601;BELLAS VISTAS;013;50 - 54;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2348;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;108;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2349;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;108;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2350;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;123;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;06/04/2020
2351;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;120;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2352;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;123;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2353;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;111;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2354;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;110;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2355;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;121;18 - 24;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2356;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;109;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2357;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;120;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2358;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;121;55 - 59;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2359;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;120;80 - 84;Española;H;0;CIVIS;050;Desprotección socio-familiar;06/04/2020
2360;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;117;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2361;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;109;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2362;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;120;80 - 84;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;06/04/2020
2363;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;120;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;06/04/2020
2364;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;116;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2365;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;108;35 - 39;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2366;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;115;>= 85;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2367;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;115;70 - 74;Española;M;1;Primera Atención;040;Desproteccion social problema salud;06/04/2020
2368;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;108;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2369;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;109;45- 49;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2370;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;114;35 - 39;Extranjera;M;0;CIVIS;050;Desprotección socio-familiar;06/04/2020
2371;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;116;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2372;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;117;25 - 29;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2373;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;109;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2374;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0606;BERRUGUETE;116;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2375;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;057;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2376;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;056;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2377;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;059;80 - 84;Española;H;2;Zona / Historia Social;040;Desproteccion social problema salud;06/04/2020
2378;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;057;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2379;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;057;18 - 24;Extranjera;M;1;Primera Atención;;;06/04/2020
2380;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;043;45- 49;Española;M;1;Primera Atención;;;06/04/2020
2381;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;024;50 - 54;Española;H;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2382;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;053;>= 85;Española;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2383;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;053;45- 49;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2384;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;043;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2385;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;050;60 - 64;Española;M;1;Primera Atención;040;Desproteccion social problema salud;06/04/2020
2386;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;024;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2387;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;037;25 - 29;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2388;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;032;65 - 69;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2389;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;036;80 - 84;Española;M;1;Primera Atención;040;Desproteccion social problema salud;06/04/2020
2390;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;037;30 - 34;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2391;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;032;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;06/04/2020
2392;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0602;CUATRO CAMINOS;037;>= 85;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;06/04/2020
2393;75;CSS María Zayas;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;094;50 - 54;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2394;75;CSS María Zayas;06;TETUÁN;12;USERA ;1202;ORCASUR;108;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2395;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;128;45- 49;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;06/04/2020
2396;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;60 - 64;Española;M;2;Zona / Historia Social;040;Desproteccion social problema salud;06/04/2020
2397;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;30 - 34;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2398;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;074;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2399;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;4 - 11;Española;H;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2400;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;45- 49;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2401;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;073;45- 49;Española;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2402;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;085;35 - 39;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2403;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;078;35 - 39;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2404;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;127;25 - 29;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2405;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;128;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2406;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0604;ALMENARA;072;40 - 44;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2407;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;068;>= 85;Española;M;1;Primera Atención;040;Desproteccion social problema salud;06/04/2020
2408;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;069;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2409;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0603;CASTILLEJOS;068;55 - 59;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2410;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;105;25 - 29;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2411;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;090;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2412;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;090;60 - 64;Extranjera;H;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2413;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;094;50 - 54;Española;H;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2414;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;091;30 - 34;Extranjera;M;2;Zona / Historia Social;040;Desproteccion social problema salud;06/04/2020
2415;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;096;30 - 34;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2416;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;090;18 - 24;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2417;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;096;40 - 44;Extranjera;M;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2418;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;099;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2419;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;099;35 - 39;Española;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2420;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;092;35 - 39;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2421;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;098;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2422;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;090;25 - 29;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
2423;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;126;25 - 29;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2424;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;099;40 - 44;Extranjera;M;2;Zona / Historia Social;050;Desprotección socio-familiar;06/04/2020
2425;101;CSS Vicente Ferrer;06;TETUÁN;06;TETUÁN;0605;VALDECEDERAS;099;35 - 39;Extranjera;H;1;Primera Atención;050;Desprotección socio-familiar;06/04/2020
